X	Temp(°C)	X	Depth(m)
27.12.2020 21:30:00	17,26	27.12.2020 21:30:00	15,87
27.12.2020 21:31:00	17,26	27.12.2020 21:31:00	15,87
27.12.2020 21:32:00	17,26	27.12.2020 21:32:00	15,04
27.12.2020 21:33:00	17,26	27.12.2020 21:33:00	15,87
27.12.2020 21:34:00	17,29	27.12.2020 21:34:00	15,08
27.12.2020 21:35:00	17,29	27.12.2020 21:35:00	15,9
27.12.2020 21:36:00	17,29	27.12.2020 21:36:00	15,9
27.12.2020 21:37:00	17,29	27.12.2020 21:37:00	15,9
27.12.2020 21:38:00	17,29	27.12.2020 21:38:00	16,73
27.12.2020 21:39:00	17,29	27.12.2020 21:39:00	15,9
27.12.2020 21:40:00	17,29	27.12.2020 21:40:00	15,9
27.12.2020 21:41:00	17,29	27.12.2020 21:41:00	15,9
27.12.2020 21:42:00	17,32	27.12.2020 21:42:00	15,94
27.12.2020 21:43:00	17,32	27.12.2020 21:43:00	15,94
27.12.2020 21:44:00	17,32	27.12.2020 21:44:00	15,94
27.12.2020 21:45:00	17,32	27.12.2020 21:45:00	15,94
27.12.2020 21:46:00	17,32	27.12.2020 21:46:00	15,94
27.12.2020 21:47:00	17,32	27.12.2020 21:47:00	14,29
27.12.2020 21:48:00	17,32	27.12.2020 21:48:00	15,12
27.12.2020 21:49:00	17,35	27.12.2020 21:49:00	15,15
27.12.2020 21:50:00	17,35	27.12.2020 21:50:00	15,98
27.12.2020 21:51:00	17,35	27.12.2020 21:51:00	15,15
27.12.2020 21:52:00	17,35	27.12.2020 21:52:00	15,98
27.12.2020 21:53:00	17,35	27.12.2020 21:53:00	15,15
27.12.2020 21:54:00	17,35	27.12.2020 21:54:00	15,15
27.12.2020 21:55:00	17,38	27.12.2020 21:55:00	15,19
27.12.2020 21:56:00	17,38	27.12.2020 21:56:00	15,19
27.12.2020 21:57:00	17,38	27.12.2020 21:57:00	15,19
27.12.2020 21:58:00	17,41	27.12.2020 21:58:00	15,22
27.12.2020 21:59:00	17,41	27.12.2020 21:59:00	14,4
27.12.2020 22:00:00	17,41	27.12.2020 22:00:00	16,05
27.12.2020 22:01:00	17,41	27.12.2020 22:01:00	15,22
27.12.2020 22:02:00	17,44	27.12.2020 22:02:00	15,26
27.12.2020 22:03:00	17,44	27.12.2020 22:03:00	16,08
27.12.2020 22:04:00	17,44	27.12.2020 22:04:00	15,26
27.12.2020 22:05:00	17,47	27.12.2020 22:05:00	15,3
27.12.2020 22:06:00	17,47	27.12.2020 22:06:00	15,3
27.12.2020 22:07:00	17,47	27.12.2020 22:07:00	16,12
27.12.2020 22:08:00	17,5	27.12.2020 22:08:00	15,33
27.12.2020 22:09:00	17,5	27.12.2020 22:09:00	15,33
27.12.2020 22:10:00	17,5	27.12.2020 22:10:00	15,33
