X	Temp(°C)	X	Depth(m)
20.12.2020 17:20:00	23,5	20.12.2020 17:20:00	-2,22
20.12.2020 17:21:00	0	20.12.2020 17:21:00	-1,36
20.12.2020 17:22:00	0	20.12.2020 17:22:00	-2,22
20.12.2020 17:23:00	0	20.12.2020 17:23:00	-1,36
20.12.2020 17:24:00	0	20.12.2020 17:24:00	-2,22
20.12.2020 17:25:00	0	20.12.2020 17:25:00	-2,22
20.12.2020 17:26:00	0	20.12.2020 17:26:00	-2,22
20.12.2020 17:27:00	0	20.12.2020 17:27:00	-1,36
20.12.2020 17:28:00	0	20.12.2020 17:28:00	-2,22
20.12.2020 17:29:00	0	20.12.2020 17:29:00	-2,22
20.12.2020 17:30:00	0	20.12.2020 17:30:00	-2,22
20.12.2020 17:31:00	0	20.12.2020 17:31:00	-2,22
20.12.2020 17:32:00	0	20.12.2020 17:32:00	-2,22
20.12.2020 17:33:00	0	20.12.2020 17:33:00	-2,22
20.12.2020 17:34:00	0	20.12.2020 17:34:00	-3,07
20.12.2020 17:35:00	0	20.12.2020 17:35:00	-3,07
20.12.2020 17:36:00	0	20.12.2020 17:36:00	-3,07
20.12.2020 17:37:00	0	20.12.2020 17:37:00	-3,07
20.12.2020 17:38:00	0	20.12.2020 17:38:00	-3,07
20.12.2020 17:39:00	0	20.12.2020 17:39:00	-3,07
20.12.2020 17:40:00	0	20.12.2020 17:40:00	-3,93
20.12.2020 17:41:00	0	20.12.2020 17:41:00	-3,07
20.12.2020 17:42:00	0	20.12.2020 17:42:00	-3,93
20.12.2020 17:43:00	0	20.12.2020 17:43:00	-3,07
20.12.2020 17:44:00	0	20.12.2020 17:44:00	-3,07
20.12.2020 17:45:00	0	20.12.2020 17:45:00	-3,07
20.12.2020 17:46:00	0	20.12.2020 17:46:00	-3,07
20.12.2020 17:47:00	0	20.12.2020 17:47:00	-3,07
20.12.2020 17:48:00	0	20.12.2020 17:48:00	-3,93
20.12.2020 17:49:00	0	20.12.2020 17:49:00	-3,93
20.12.2020 17:50:00	0	20.12.2020 17:50:00	-3,93
20.12.2020 17:51:00	0	20.12.2020 17:51:00	-4,78
20.12.2020 17:52:00	0	20.12.2020 17:52:00	-3,93
20.12.2020 17:53:00	0	20.12.2020 17:53:00	-3,93
20.12.2020 17:54:00	0	20.12.2020 17:54:00	-3,93
20.12.2020 17:55:00	0	20.12.2020 17:55:00	-3,93
20.12.2020 17:56:00	0	20.12.2020 17:56:00	-3,93
20.12.2020 17:57:00	0	20.12.2020 17:57:00	-4,78
20.12.2020 17:58:00	0	20.12.2020 17:58:00	-3,07
20.12.2020 17:59:00	0	20.12.2020 17:59:00	3,77
20.12.2020 18:00:00	0	20.12.2020 18:00:00	11,31
20.12.2020 18:01:00	0	20.12.2020 18:01:00	17,29
20.12.2020 18:02:00	0	20.12.2020 18:02:00	16,44
20.12.2020 18:03:00	0	20.12.2020 18:03:00	13,88
20.12.2020 18:04:00	0	20.12.2020 18:04:00	17,29
20.12.2020 18:05:00	0	20.12.2020 18:05:00	16,44
20.12.2020 18:06:00	0	20.12.2020 18:06:00	16,44
20.12.2020 18:07:00	0	20.12.2020 18:07:00	20,71
20.12.2020 18:08:00	0	20.12.2020 18:08:00	14,73
20.12.2020 18:09:00	0	20.12.2020 18:09:00	13,02
20.12.2020 18:10:00	0	20.12.2020 18:10:00	10,46
20.12.2020 18:11:00	0	20.12.2020 18:11:00	11,31
20.12.2020 18:12:00	0	20.12.2020 18:12:00	12,17
20.12.2020 18:13:00	0	20.12.2020 18:13:00	13,88
20.12.2020 18:14:00	0	20.12.2020 18:14:00	16,44
20.12.2020 18:15:00	0	20.12.2020 18:15:00	21,57
20.12.2020 18:16:00	0	20.12.2020 18:16:00	28,4
20.12.2020 18:17:00	0	20.12.2020 18:17:00	37,79
20.12.2020 18:18:00	0	20.12.2020 18:18:00	44,62
20.12.2020 18:19:00	0	20.12.2020 18:19:00	50,6
20.12.2020 18:20:00	0	20.12.2020 18:20:00	53,16
20.12.2020 18:21:00	0	20.12.2020 18:21:00	47,18
20.12.2020 18:22:00	0	20.12.2020 18:22:00	37,79
20.12.2020 18:23:00	0	20.12.2020 18:23:00	43,77
20.12.2020 18:24:00	0	20.12.2020 18:24:00	58,28
20.12.2020 18:25:00	0	20.12.2020 18:25:00	72,79
20.12.2020 18:26:00	0	20.12.2020 18:26:00	85,58
20.12.2020 18:27:00	0	20.12.2020 18:27:00	99,23
20.12.2020 18:28:00	0	20.12.2020 18:28:00	111,17
20.12.2020 18:29:00	0	20.12.2020 18:29:00	122,25
20.12.2020 18:30:00	0	20.12.2020 18:30:00	130,77
20.12.2020 18:31:00	0	20.12.2020 18:31:00	136,74
20.12.2020 18:32:00	0	20.12.2020 18:32:00	145,26
20.12.2020 18:33:00	0	20.12.2020 18:33:00	154,63
20.12.2020 18:34:00	0	20.12.2020 18:34:00	162,3
20.12.2020 18:35:00	0	20.12.2020 18:35:00	169,11
20.12.2020 18:36:00	0	20.12.2020 18:36:00	176,78
20.12.2020 18:37:00	0	20.12.2020 18:37:00	186,14
20.12.2020 18:38:00	0	20.12.2020 18:38:00	192,95
20.12.2020 18:39:00	0	20.12.2020 18:39:00	193,81
20.12.2020 18:40:00	0	20.12.2020 18:40:00	193,81
20.12.2020 18:41:00	0	20.12.2020 18:41:00	198,91
20.12.2020 18:42:00	0	20.12.2020 18:42:00	205,72
20.12.2020 18:43:00	0	20.12.2020 18:43:00	210,83
20.12.2020 18:44:00	0	20.12.2020 18:44:00	215,94
20.12.2020 18:45:00	0	20.12.2020 18:45:00	222,75
20.12.2020 18:46:00	0	20.12.2020 18:46:00	228,7
20.12.2020 18:47:00	0	20.12.2020 18:47:00	240,61
20.12.2020 18:48:00	0	20.12.2020 18:48:00	254,22
20.12.2020 18:49:00	0	20.12.2020 18:49:00	262,73
20.12.2020 18:50:00	0	20.12.2020 18:50:00	267,83
20.12.2020 18:51:00	0	20.12.2020 18:51:00	266,13
20.12.2020 18:52:00	0	20.12.2020 18:52:00	265,28
20.12.2020 18:53:00	0	20.12.2020 18:53:00	268,68
20.12.2020 18:54:00	0	20.12.2020 18:54:00	272,08
20.12.2020 18:55:00	0	20.12.2020 18:55:00	278,89
20.12.2020 18:56:00	0	20.12.2020 18:56:00	288,24
20.12.2020 18:57:00	0	20.12.2020 18:57:00	290,79
20.12.2020 18:58:00	0	20.12.2020 18:58:00	295,04
20.12.2020 18:59:00	0	20.12.2020 18:59:00	298,44
20.12.2020 19:00:00	0	20.12.2020 19:00:00	299,29
20.12.2020 19:01:00	0	20.12.2020 19:01:00	295,89
20.12.2020 19:02:00	0	20.12.2020 19:02:00	292,49
20.12.2020 19:03:00	0	20.12.2020 19:03:00	283,14
20.12.2020 19:04:00	0	20.12.2020 19:04:00	278,89
20.12.2020 19:05:00	0	20.12.2020 19:05:00	276,33
20.12.2020 19:06:00	0	20.12.2020 19:06:00	276,33
20.12.2020 19:07:00	0	20.12.2020 19:07:00	276,33
20.12.2020 19:08:00	0	20.12.2020 19:08:00	277,19
20.12.2020 19:09:00	0	20.12.2020 19:09:00	277,19
20.12.2020 19:10:00	0	20.12.2020 19:10:00	275,48
20.12.2020 19:11:00	0	20.12.2020 19:11:00	277,19
20.12.2020 19:12:00	0	20.12.2020 19:12:00	281,44
20.12.2020 19:13:00	0	20.12.2020 19:13:00	288,24
20.12.2020 19:14:00	0	20.12.2020 19:14:00	296,74
20.12.2020 19:15:00	0	20.12.2020 19:15:00	300,99
20.12.2020 19:16:00	0	20.12.2020 19:16:00	310,34
20.12.2020 19:17:00	0	20.12.2020 19:17:00	317,99
20.12.2020 19:18:00	0	20.12.2020 19:18:00	325,64
20.12.2020 19:19:00	0	20.12.2020 19:19:00	326,49
20.12.2020 19:20:00	0	20.12.2020 19:20:00	329,89
20.12.2020 19:21:00	0	20.12.2020 19:21:00	326,49
20.12.2020 19:22:00	0	20.12.2020 19:22:00	323,94
20.12.2020 19:23:00	0	20.12.2020 19:23:00	319,69
20.12.2020 19:24:00	0	20.12.2020 19:24:00	314,59
20.12.2020 19:25:00	0	20.12.2020 19:25:00	308,64
20.12.2020 19:26:00	0	20.12.2020 19:26:00	301,84
20.12.2020 19:27:00	0	20.12.2020 19:27:00	295,89
20.12.2020 19:28:00	0	20.12.2020 19:28:00	292,49
20.12.2020 19:29:00	0	20.12.2020 19:29:00	289,09
20.12.2020 19:30:00	0	20.12.2020 19:30:00	288,24
20.12.2020 19:31:00	0	20.12.2020 19:31:00	291,64
20.12.2020 19:32:00	0	20.12.2020 19:32:00	294,19
20.12.2020 19:33:00	0	20.12.2020 19:33:00	300,14
20.12.2020 19:34:00	0	20.12.2020 19:34:00	301,84
20.12.2020 19:35:00	0	20.12.2020 19:35:00	302,69
20.12.2020 19:36:00	0	20.12.2020 19:36:00	300,99
20.12.2020 19:37:00	0	20.12.2020 19:37:00	300,14
20.12.2020 19:38:00	0	20.12.2020 19:38:00	295,89
20.12.2020 19:39:00	0	20.12.2020 19:39:00	288,24
