* Sea-Bird SBE 9 Data File:																
* FileName = D:\CTDData\SO279\SO279_81-1_CTD-06.hex																
* Software Version Seasave V 7.26.1.8																
* Temperature SN = 5938																
* Conductivity SN = 4108																
* Number of Bytes Per Scan = 41																
* Number of Voltage Words = 4																
* Number of Scans Averaged by the Deck Unit = 1																
* System UpLoad Time = Dec 21 2020 14:08:42																
* NMEA Latitude = 33 08.61 N																
* NMEA Longitude = 033 46.68 W																
* NMEA UTC (Time) = Dec 21 2020  14:08:40																
* Store Lat/Lon Data = Append to Every Scan																
* SBE 11plus V 5.2																
* number of scans to average = 1																
* pressure baud rate = 9600																
* NMEA baud rate = 4800																
* GPIB address = 1																
* advance primary conductivity  0.073 seconds																
* advance secondary conductivity  0.073 seconds																
* autorun on power up is disabled																
* S>																
* System UTC = Dec 21 2020 14:08:42																
# nquan = 16																
# nvalues = 725                         																
# units = specified																
# name 0 = depSM	" Depth [salt water, m]"															
# name 1 = sal00	" Salinity, Practical [PSU]"															
	2635	34.9648	34.9511	3.0641	3.0653	236.868	241.59	0.0054	1.00E-12	0.1312	661878949	67.1418	0	2670.602	4028.51	0.00E+00
	2640	34.9643	34.9507	3.0577	3.0589	236.876	241.678	0.0008	1.00E-12	0.1292	661878957	67.2899	0	2675.701	4037.395	0.00E+00
	2645	34.9643	34.9505	3.0587	3.0601	236.746	241.794	0.0068	1.00E-12	0.1299	661878964	67.3931	0	2680.801	4043.584	0.00E+00
	2650	34.9642	34.9505	3.0569	3.0581	236.755	241.666	0.0077	1.00E-12	0.13	661878971	67.5224	0	2685.9	4051.343	0.00E+00
	2655	34.964	34.9502	3.0549	3.0562	236.829	241.616	0.0069	1.00E-12	0.1305	661878978	67.6384	0	2691	4058.304	0.00E+00
	2660	34.9638	34.95	3.051	3.0521	236.877	241.547	0.0054	1.00E-12	0.1297	661878986	67.7713	0	2696.099	4066.277	0.00E+00
	2665	34.9635	34.9498	3.0487	3.0498	236.844	241.604	0.0049	1.00E-12	0.1299	661878993	67.8913	0	2701.199	4073.477	0.00E+00
	2670	34.9634	34.9497	3.046	3.0471	236.665	241.381	0.0039	1.00E-12	0.1305	661879001	68.0153	0	2706.299	4080.918	0.00E+00
	2675	34.9631	34.9494	3.0401	3.0411	236.592	241.395	0.0026	1.00E-12	0.131	661879008	68.1358	0	2711.399	4088.145	0.00E+00
	2680	34.9627	34.949	3.0332	3.0344	236.532	241.22	0.0034	1.00E-12	0.1303	661879016	68.2625	0	2716.499	4095.751	0.00E+00
	2685	34.9625	34.9487	3.0305	3.0317	236.574	241.203	0.0074	1.00E-12	0.1309	661879024	68.3962	0	2721.599	4103.773	0.00E+00
	2690	34.9624	34.9487	3.0294	3.0305	236.456	240.735	0.0035	1.00E-12	0.1299	661879030	68.4973	0	2726.7	4109.838	0.00E+00
	2695	34.9623	34.9485	3.0288	3.0302	236.554	241.408	0.0101	1.00E-12	0.1307	661879040	68.6646	0	2731.8	4119.878	0.00E+00
	2700	34.9619	34.9482	3.0185	3.0198	236.161	241.19	0.0055	1.00E-12	0.1299	661879044	68.7249	0	2736.901	4123.497	0.00E+00
	2705	34.9617	34.9479	3.0172	3.0182	236.36	240.779	0.0038	1.00E-12	0.1286	661879052	68.8695	0	2742.001	4132.169	0.00E+00
	2710	34.9613	34.9476	3.0127	3.0138	236.345	241.008	0.0041	1.00E-12	0.1304	661879061	69.0116	0	2747.102	4140.697	0.00E+00
	2715	34.9612	34.9475	3.0116	3.0128	236.31	240.946	0.0045	1.00E-12	0.1311	661879069	69.1413	0	2752.203	4148.478	0.00E+00
	2720	34.9612	34.9474	3.01	3.0113	236.273	241.017	0.0037	1.00E-12	0.1297	661879077	69.2803	0	2757.304	4156.817	0.00E+00
	2725	34.9608	34.947	3.002	3.003	236.222	240.758	0.0069	1.00E-12	0.1315	661879084	69.3972	0	2762.406	4163.832	0.00E+00
	2730	34.9605	34.9468	2.996	2.9973	235.876	240.588	0.0094	1.00E-12	0.13	661879091	69.5228	0	2767.507	4171.368	0.00E+00
	2735	34.9603	34.9465	2.9959	2.9971	236.043	240.622	0.0067	1.00E-12	0.1302	661879099	69.6513	0	2772.608	4179.076	0.00E+00
	2740	34.9603	34.9466	2.9944	2.9956	235.977	240.728	0.0067	1.00E-12	0.131	661879107	69.7763	0	2777.71	4186.581	0.00E+00
	2745	34.9602	34.9464	2.9931	2.9944	236.05	240.734	0.0075	1.00E-12	0.131	661879115	69.9081	0	2782.811	4194.486	0.00E+00
	2750	34.9599	34.9462	2.9844	2.9855	235.798	240.472	0.0063	1.00E-12	0.1309	661879121	70.0165	0	2787.913	4200.988	0.00E+00
	2755	34.9596	34.9459	2.9824	2.9843	235.87	240.297	0.0059	1.00E-12	0.131	661879130	70.1709	0	2793.015	4210.257	0.00E+00
	2760	34.9593	34.9455	2.9711	2.9726	235.633	240.452	-0.009	1.00E-12	0.1314	661879136	70.2632	0	2798.117	4215.791	0.00E+00
	2765	34.9591	34.9452	2.9752	2.9762	235.653	239.903	0.0129	1.00E-12	0.1317	661879146	70.4254	0	2803.219	4225.527	0.00E+00
	2770	34.9589	34.9451	2.9702	2.9716	235.553	240.115	0.0052	1.00E-12	0.1307	661879152	70.5253	0	2808.322	4231.515	0.00E+00
	2775	34.9588	34.945	2.9696	2.9708	235.566	240.117	0.0034	1.00E-12	0.1316	661879160	70.6627	0	2813.424	4239.763	0.00E+00
	2780	34.9588	34.9451	2.9696	2.9708	235.514	239.991	0.0013	1.00E-12	0.1296	661879167	70.7914	0	2818.526	4247.487	0.00E+00
	2785	34.9588	34.9449	2.969	2.9702	235.513	240.035	0.0034	1.00E-12	0.1299	661879174	70.9076	0	2823.629	4254.457	0.00E+00
	2790	34.9587	34.9449	2.969	2.9702	235.399	239.987	0.0063	1.00E-12	0.1296	661879183	71.0569	0	2828.732	4263.416	0.00E+00
	2795	34.9586	34.9448	2.9691	2.9704	235.509	240.131	0.0039	1.00E-12	0.1293	661879190	71.1626	0	2833.835	4269.755	0.00E+00
	2800	34.9586	34.9448	2.9687	2.9698	235.501	240.028	0.0073	1.00E-12	0.1307	661879198	71.301	0	2838.938	4278.062	0.00E+00
	2805	34.9585	34.9448	2.9684	2.9693	235.537	240.105	0.0046	1.00E-12	0.1308	661879206	71.4248	0	2844.041	4285.488	0.00E+00
	2810	34.9585	34.9447	2.9675	2.9687	235.446	239.975	0.0023	1.00E-12	0.1312	661879213	71.5574	0	2849.144	4293.445	0.00E+00
	2815	34.9584	34.9447	2.9652	2.9663	235.495	239.984	0.0047	1.00E-12	0.1299	661879221	71.6816	0	2854.247	4300.898	0.00E+00
	2820	34.9583	34.9444	2.9653	2.9665	235.323	239.914	0.0069	1.00E-12	0.1312	661879228	71.8053	0	2859.351	4308.316	0.00E+00
	2825	34.9581	34.9444	2.9602	2.9614	235.297	239.847	0.0061	1.00E-12	0.131	661879236	71.9265	0	2864.454	4315.588	0.00E+00
	2830	34.9579	34.9441	2.9596	2.9608	235.391	239.806	0.0054	1.00E-12	0.1304	661879243	72.0526	0	2869.558	4323.158	0.00E+00
	2835	34.9578	34.9439	2.9534	2.9543	235.088	239.945	0.0115	1.00E-12	0.131	661879252	72.1978	0	2874.662	4331.868	0.00E+00
	2840	34.9576	34.9437	2.9523	2.9536	235.184	239.653	0.0058	1.00E-12	0.1304	661879259	72.3101	0	2879.765	4338.606	0.00E+00
	2845	34.9575	34.9437	2.9496	2.9506	235.113	239.488	0.0087	1.00E-12	0.1307	661879267	72.4445	0	2884.869	4346.67	0.00E+00
	2850	34.9573	34.9435	2.9492	2.9505	235.078	239.418	0.005	1.00E-12	0.1312	661879274	72.5606	0	2889.974	4353.638	0.00E+00
	2855	34.9572	34.9435	2.9459	2.9471	235.129	239.651	0.0014	1.00E-12	0.1331	661879282	72.7058	0	2895.078	4362.347	0.00E+00
	2860	34.957	34.9431	2.9438	2.9451	235.003	239.494	0.0024	1.00E-12	0.1315	661879289	72.8138	0	2900.182	4368.83	0.00E+00
	2865	34.9569	34.9432	2.9418	2.9429	234.96	239.248	0.0033	1.00E-12	0.1287	661879297	72.953	0	2905.287	4377.18	0.00E+00
	2870	34.9568	34.943	2.9421	2.9433	234.938	239.351	0.0037	1.00E-12	0.1308	661879304	73.065	0	2910.391	4383.9	0.00E+00
	2875	34.9568	34.943	2.9405	2.9417	234.931	239.461	0.0036	1.00E-12	0.1325	661879312	73.2025	0	2915.496	4392.152	0.00E+00
	2880	34.9566	34.9428	2.9393	2.94	234.758	239.303	0.0059	1.00E-12	0.1309	661879319	73.3178	0	2920.601	4399.07	0.00E+00
	2885	34.9565	34.9426	2.9364	2.9376	234.788	239.319	0.0097	1.00E-12	0.1303	661879327	73.4513	0	2925.706	4407.076	0.00E+00
	2890	34.9564	34.9425	2.9353	2.9363	234.636	239.278	0.0065	1.00E-12	0.1314	661879335	73.5782	0	2930.811	4414.692	0.00E+00
	2895	34.9562	34.9424	2.9297	2.9308	234.75	239.047	0.0046	1.00E-12	0.1307	661879342	73.7057	0	2935.916	4422.341	0.00E+00
	2900	34.9559	34.942	2.9255	2.9266	234.627	238.972	0.0036	1.00E-12	0.1313	661879350	73.8342	0	2941.021	4430.051	0.00E+00
	2905	34.9558	34.9419	2.9229	2.924	234.56	239.049	0.0018	1.00E-12	0.1309	661879357	73.9561	0	2946.127	4437.364	0.00E+00
	2910	34.9556	34.9417	2.9219	2.9231	234.46	238.85	0.0059	1.00E-12	0.1318	661879366	74.0938	0	2951.232	4445.628	0.00E+00
	2915	34.9556	34.9416	2.9209	2.9221	234.424	238.706	0	1.00E-12	0.1316	661879372	74.2021	0	2956.338	4452.124	0.00E+00
	2920	34.9554	34.9415	2.9193	2.9203	234.366	238.777	0.0064	1.00E-12	0.1315	661879381	74.3565	0	2961.444	4461.387	0.00E+00
	2925	34.9554	34.9414	2.9184	2.9194	234.385	238.719	0.0047	1.00E-12	0.1305	661879389	74.4759	0	2966.55	4468.553	0.00E+00
	2930	34.9553	34.9414	2.9172	2.9184	234.287	238.688	0.0037	1.00E-12	0.1314	661879396	74.5943	0	2971.656	4475.656	0.00E+00
	2935	34.9553	34.9414	2.9154	2.9165	234.167	238.542	0.0002	1.00E-12	0.1311	661879404	74.74	0	2976.762	4484.399	0.00E+00
	2940	34.9551	34.9412	2.9145	2.9157	234.287	238.547	0.0056	1.00E-12	0.1326	661879410	74.8374	0	2981.868	4490.242	0.00E+00
	2945	34.9549	34.941	2.9111	2.9123	234.253	238.366	0.0085	1.00E-12	0.1306	661879418	74.9732	0	2986.975	4498.393	0.00E+00
	2950	34.9548	34.9409	2.9091	2.9103	234.222	238.499	0.0063	1.00E-12	0.1306	661879426	75.0956	0	2992.081	4505.734	0.00E+00
	2955	34.9546	34.9408	2.9066	2.9078	233.979	238.241	0.0061	1.00E-12	0.1315	661879434	75.2361	0	2997.188	4514.165	0.00E+00
	2960	34.9545	34.9405	2.8981	2.8995	233.954	238.277	0.0024	1.00E-12	0.1291	661879441	75.3552	0	3002.294	4521.31	0.00E+00
	2965	34.9542	34.9402	2.8973	2.8985	233.924	238.229	0.0055	1.00E-12	0.1309	661879449	75.4867	0	3007.401	4529.203	0.00E+00
	2970	34.9542	34.9403	2.8969	2.8982	233.918	238.265	0.0106	1.00E-12	0.1332	661879458	75.6298	0	3012.508	4537.787	0.00E+00
	2975	34.954	34.94	2.8966	2.8976	233.846	238.048	0.0076	1.00E-12	0.1314	661879465	75.7457	0	3017.615	4544.74	0.00E+00
	2980	34.9539	34.94	2.8915	2.8929	233.738	238.122	0.0049	1.00E-12	0.1308	661879472	75.8588	0	3022.722	4551.529	0.00E+00
	2985	34.9537	34.9397	2.8922	2.8932	233.726	237.899	0.0049	1.00E-12	0.1329	661879480	75.9945	0	3027.83	4559.671	0.00E+00
	2990	34.9538	34.9398	2.8915	2.8927	233.581	237.93	0.0025	1.00E-12	0.1326	661879487	76.1147	0	3032.937	4566.883	0.00E+00
	2995	34.9535	34.9396	2.8911	2.8922	233.681	237.962	0.0083	1.00E-12	0.1328	661879495	76.2434	0	3038.045	4574.606	0.00E+00
	3000	34.9534	34.9394	2.8851	2.886	233.535	237.709	0.0047	1.00E-12	0.13	661879503	76.3758	0	3043.152	4582.547	0.00E+00
	3005	34.9532	34.9392	2.8835	2.8847	233.615	237.684	0.0054	1.00E-12	0.132	661879510	76.5064	0	3048.26	4590.383	0.00E+00
	3010	34.9531	34.9391	2.8817	2.8829	233.508	237.654	0.0059	1.00E-12	0.13	661879517	76.6181	0	3053.368	4597.086	0.00E+00
	3015	34.953	34.939	2.8811	2.8822	233.424	237.648	0.0073	1.00E-12	0.132	661879526	76.759	0	3058.476	4605.539	0.00E+00
	3020	34.9529	34.939	2.8799	2.8811	233.373	237.835	0.0012	1.00E-12	0.1314	661879532	76.8664	0	3063.584	4611.984	0.00E+00
	3025	34.9527	34.9388	2.8781	2.8792	233.449	237.469	0.0045	1.00E-12	0.1311	661879542	77.0328	0	3068.693	4621.967	0.00E+00
	3030	34.9525	34.9385	2.8735	2.8753	233.299	237.288	0.0041	1.00E-12	0.133	661879548	77.1329	0	3073.801	4627.972	0.00E+00
	3035	34.9524	34.9384	2.8707	2.8719	233.14	237.272	0.005	1.00E-12	0.132	661879556	77.2603	0	3078.909	4635.617	0.00E+00
	3040	34.9522	34.9382	2.8671	2.8681	233.21	237.426	0.0065	1.00E-12	0.1335	661879563	77.3783	0	3084.018	4642.698	0.00E+00
	3045	34.9518	34.9379	2.8599	2.8612	232.954	237.294	-0.0016	1.00E-12	0.1322	661879573	77.5415	0	3089.127	4652.492	0.00E+00
	3050	34.9516	34.9377	2.8592	2.8605	233.059	237.157	0.0059	1.00E-12	0.1317	661879578	77.6384	0	3094.236	4658.305	0.00E+00
	3055	34.9515	34.9376	2.855	2.8562	232.865	237.041	0.0075	1.00E-12	0.1324	661879587	77.776	0	3099.345	4666.56	0.00E+00
	3060	34.9513	34.9373	2.8538	2.8546	232.904	237.089	0.0056	1.00E-12	0.1317	661879593	77.8906	0	3104.454	4673.436	0.00E+00
	3065	34.951	34.9371	2.8475	2.8484	232.79	237.055	0.0051	1.00E-12	0.1327	661879602	78.0329	0	3109.563	4681.976	0.00E+00
	3070	34.9507	34.9367	2.8423	2.8437	232.655	236.89	0.0077	1.00E-12	0.1324	661879609	78.1538	0	3114.672	4689.23	0.00E+00
	3075	34.9504	34.9364	2.8367	2.8376	232.568	236.552	0.0061	1.00E-12	0.1331	661879617	78.2816	0	3119.782	4696.895	0.00E+00
	3080	34.9501	34.9363	2.8328	2.8339	232.465	236.719	-0.0047	1.00E-12	0.1313	661879625	78.4141	0	3124.891	4704.847	0.00E+00
	3085	34.9498	34.9359	2.8307	2.8319	232.39	236.417	0.0058	1.00E-12	0.132	661879631	78.5157	0	3130.001	4710.942	0.00E+00
	3090	34.9493	34.9354	2.8151	2.8161	232.153	236.451	0.0007	1.00E-12	0.1325	661879638	78.6267	0	3135.11	4717.602	0.00E+00
	3095	34.9489	34.9349	2.8119	2.8131	232.097	236.025	0.006	1.00E-12	0.1332	661879646	78.7702	0	3140.22	4726.211	0.00E+00
	3100	34.9487	34.9348	2.8065	2.8079	231.938	235.738	-0.004	1.00E-12	0.1306	661879653	78.8792	0	3145.33	4732.749	0.00E+00
	3105	34.9485	34.9345	2.8067	2.8078	231.86	235.954	0.0062	1.00E-12	0.1324	661879660	79.0023	0	3150.441	4740.139	0.00E+00
	3110	34.9482	34.9343	2.7995	2.8006	231.663	235.687	0.0041	1.00E-12	0.1322	661879667	79.1167	0	3155.551	4747.001	0.00E+00
	3115	34.948	34.9341	2.7994	2.8006	231.708	235.548	0.0051	1.00E-12	0.1329	661879675	79.2473	0	3160.661	4754.839	0.00E+00
	3120	34.9478	34.9339	2.7935	2.7948	231.403	235.847	0.0067	1.00E-12	0.1328	661879682	79.3652	0	3165.772	4761.909	0.00E+00
	3125	34.9476	34.9336	2.7936	2.7945	231.49	235.239	0.0069	1.00E-12	0.1327	661879689	79.4801	0	3170.882	4768.804	0.00E+00
	3130	34.9473	34.9335	2.785	2.786	231.565	235.413	0.0084	1.00E-12	0.1324	661879696	79.6034	0	3175.993	4776.207	0.00E+00
	3135	34.9471	34.9332	2.7872	2.7881	231.363	235.284	0.0058	1.00E-12	0.1329	661879704	79.7317	0	3181.104	4783.901	0.00E+00
	3140	34.947	34.9331	2.7814	2.7825	231.254	235.177	0.0083	1.00E-12	0.1333	661879710	79.8254	0	3186.215	4789.526	0.00E+00
	3145	34.9467	34.9329	2.7821	2.7834	231.311	235.269	0.0034	1.00E-12	0.1328	661879718	79.9611	0	3191.326	4797.666	0.00E+00
	3150	34.9467	34.9328	2.7787	2.7799	231.239	235.387	0.0041	1.00E-12	0.1316	661879725	80.0765	0	3196.437	4804.588	0.00E+00
	3155	34.9465	34.9326	2.7791	2.7802	231.135	235.113	0.0016	1.00E-12	0.1315	661879733	80.2099	0	3201.548	4812.591	0.00E+00
	3160	34.9464	34.9325	2.7765	2.7775	231.159	235.079	0.0027	1.00E-12	0.1333	661879739	80.3195	0	3206.66	4819.169	0.00E+00
	3165	34.9463	34.9324	2.775	2.776	231.094	235.035	0.0085	1.00E-12	0.132	661879747	80.447	0	3211.771	4826.82	0.00E+00
	3170	34.9461	34.9322	2.7734	2.7747	231.112	235.075	0.0033	1.00E-12	0.1327	661879754	80.5697	0	3216.883	4834.183	0.00E+00
	3175	34.946	34.9321	2.7721	2.7732	231.052	234.993	0.0039	1.00E-12	0.1324	661879761	80.6895	0	3221.995	4841.37	0.00E+00
	3180	34.9458	34.932	2.769	2.7702	231.132	235.243	0.0076	1.00E-12	0.1332	661879769	80.808	0	3227.106	4848.482	0.00E+00
	3185	34.9457	34.9318	2.7683	2.7694	230.851	234.737	0.0034	1.00E-12	0.134	661879776	80.9275	0	3232.219	4855.648	0.00E+00
	3190	34.9456	34.9317	2.766	2.7672	230.888	234.827	0.0032	1.00E-12	0.1331	661879782	81.0382	0	3237.331	4862.29	0.00E+00
	3195	34.9455	34.9315	2.7644	2.7655	230.871	234.775	0.0036	1.00E-12	0.1341	661879791	81.1777	0	3242.443	4870.663	0.00E+00
	3200	34.9454	34.9316	2.7643	2.7655	230.733	234.604	0.0113	1.00E-12	0.1328	661879797	81.2887	0	3247.555	4877.321	0.00E+00
	3205	34.9454	34.9314	2.7651	2.7663	230.857	234.63	0.0054	1.00E-12	0.1348	661879805	81.4092	0	3252.668	4884.552	0.00E+00
	3210	34.9454	34.9315	2.7643	2.7654	230.859	234.813	0.0093	1.00E-12	0.1318	661879812	81.5294	0	3257.78	4891.761	0.00E+00
	3215	34.9453	34.9313	2.7639	2.7652	230.745	234.752	0.0064	1.00E-12	0.1337	661879819	81.6429	0	3262.893	4898.575	0.00E+00
	3220	34.9452	34.9312	2.7622	2.7632	230.692	234.727	0.0036	1.00E-12	0.1343	661879828	81.7921	0	3268.006	4907.525	0.00E+00
	3225	34.9451	34.9311	2.7605	2.7617	230.689	234.422	0.0028	1.00E-12	0.1342	661879833	81.8823	0	3273.119	4912.941	0.00E+00
	3230	34.945	34.9311	2.76	2.7611	230.75	234.659	0.0054	1.00E-12	0.1342	661879841	82.0222	0	3278.232	4921.332	0.00E+00
	3235	34.945	34.931	2.7585	2.7597	230.482	234.552	0.0078	1.00E-12	0.1323	661879847	82.1106	0	3283.345	4926.634	0.00E+00
	3240	34.9448	34.9309	2.7581	2.7593	230.692	234.649	0.0029	1.00E-12	0.1338	661879856	82.2735	0	3288.458	4936.409	0.00E+00
	3245	34.9448	34.9309	2.7559	2.757	230.559	234.04	-0.0023	1.00E-12	0.1388	661879861	82.3553	0	3293.572	4941.316	0.00E+00
	3250	34.9446	34.9307	2.7558	2.7571	230.577	234.506	0.0082	1.00E-12	0.1332	661879871	82.5087	0	3298.685	4950.521	0.00E+00
	3255	34.9444	34.9305	2.7484	2.7495	230.475	234.354	-0.0017	1.00E-12	0.1343	661879875	82.5892	0	3303.799	4955.354	0.00E+00
	3260	34.9443	34.9303	2.7492	2.7502	230.439	234.027	0.0071	1.00E-12	0.1342	661879883	82.7201	0	3308.913	4963.206	0.00E+00
	3265	34.9441	34.9301	2.7433	2.7445	230.346	234.228	0.0052	1.00E-12	0.1343	661879889	82.8229	0	3314.027	4969.371	0.00E+00
	3270	34.944	34.9299	2.7459	2.7466	230.436	233.912	0.0049	1.00E-12	0.134	661879901	83.0159	0	3319.141	4980.955	0.00E+00
	3275	34.9438	34.9298	2.7398	2.7409	230.192	233.988	-0.0036	1.00E-12	0.1348	661879904	83.0718	0	3324.255	4984.305	0.00E+00
	3280	34.9436	34.9296	2.7408	2.7414	230.302	233.92	0.0094	1.00E-12	0.1339	661879914	83.2286	0	3329.369	4993.716	0.00E+00
	3285	34.9436	34.9296	2.7366	2.7379	230.152	233.72	0.0111	1.00E-12	0.1348	661879919	83.3177	0	3334.483	4999.063	0.00E+00
	3290	34.9434	34.9294	2.7381	2.7391	230.118	234.061	0.0046	1.00E-12	0.134	661879927	83.4507	0	3339.598	5007.043	0.00E+00
	3295	34.9433	34.9294	2.7351	2.7362	230.035	234.098	0.0022	1.00E-12	0.1322	661879934	83.5694	0	3344.712	5014.167	0.00E+00
	3300	34.9432	34.9292	2.7345	2.7357	230.105	233.898	0.0074	1.00E-12	0.1332	661879941	83.6905	0	3349.827	5021.427	0.00E+00
	3305	34.9428	34.9289	2.7277	2.7287	230.118	233.541	0.0073	1.00E-12	0.1343	661879950	83.8313	0	3354.942	5029.878	0.00E+00
	3310	34.9428	34.9287	2.7292	2.7303	229.939	233.684	0.0065	1.00E-12	0.1339	661879957	83.9419	0	3360.057	5036.513	0.00E+00
	3315	34.9427	34.9287	2.7241	2.7254	229.931	233.953	0.0094	1.00E-12	0.1315	661879964	84.0583	0	3365.172	5043.5	0.00E+00
	3320	34.9424	34.9285	2.7248	2.7258	229.889	233.648	0.0035	1.00E-12	0.1339	661879971	84.185	0	3370.287	5051.099	0.00E+00
	3325	34.9424	34.9285	2.722	2.7232	229.637	233.437	-0.0102	1.00E-12	0.1348	661879977	84.2897	0	3375.402	5057.381	0.00E+00
	3330	34.9423	34.9283	2.7237	2.7248	229.816	233.477	0.0076	1.00E-12	0.1352	661879985	84.4139	0	3380.518	5064.837	0.00E+00
	3335	34.9423	34.9284	2.7223	2.7235	229.666	233.383	-0.0048	1.00E-12	0.135	661879993	84.5413	0	3385.633	5072.475	0.00E+00
	3340	34.9422	34.9282	2.7234	2.7246	229.763	233.521	0.0058	1.00E-12	0.1335	661879999	84.6565	0	3390.749	5079.39	0.00E+00
	3345	34.9422	34.9283	2.7211	2.7223	229.679	233.538	0.0009	1.00E-12	0.1335	661880007	84.7802	0	3395.865	5086.813	0.00E+00
	3350	34.9421	34.928	2.72	2.7213	229.639	233.348	0.0079	1.00E-12	0.1351	661880013	84.8881	0	3400.98	5093.285	0.00E+00
	3355	34.9419	34.9279	2.7178	2.7189	229.663	233.365	0.0066	1.00E-12	0.1323	661880021	85.0165	0	3406.097	5100.991	0.00E+00
	3360	34.9419	34.928	2.7169	2.718	229.711	233.312	0.0092	1.00E-12	0.1329	661880028	85.1294	0	3411.213	5107.767	0.00E+00
	3365	34.9417	34.9277	2.7158	2.7169	229.66	233.462	0.0062	1.00E-12	0.1343	661880036	85.2667	0	3416.329	5116	0.00E+00
	3370	34.9416	34.9276	2.7142	2.7153	229.505	233.423	0.0022	1.00E-12	0.1346	661880043	85.3752	0	3421.445	5122.513	0.00E+00
	3375	34.9415	34.9276	2.7131	2.7142	229.62	233.198	0.0067	1.00E-12	0.1337	661880050	85.4953	0	3426.562	5129.717	0.00E+00
	3380	34.9414	34.9274	2.7108	2.712	229.513	233.197	0.0066	1.00E-12	0.1334	661880057	85.6206	0	3431.678	5137.234	0.00E+00
	3385	34.9411	34.9272	2.7067	2.7076	229.498	233.131	0.0068	1.00E-12	0.1338	661880064	85.7393	0	3436.795	5144.356	0.00E+00
	3390	34.941	34.927	2.7044	2.7054	229.448	233.239	0.0039	1.00E-12	0.1354	661880071	85.8568	0	3441.912	5151.408	0.00E+00
	3395	34.9407	34.9268	2.7011	2.7021	229.346	233.226	0.0055	1.00E-12	0.1336	661880079	85.9817	0	3447.028	5158.901	0.00E+00
	3400	34.9405	34.9266	2.6986	2.6995	229.34	232.634	0.0053	1.00E-12	0.1339	661880086	86.1004	0	3452.146	5166.022	0.00E+00
	3405	34.9404	34.9264	2.6988	2.6999	229.315	233.007	0.0054	1.00E-12	0.1352	661880116	86.5993	0	3457.263	5195.958	0.00E+00
	3410	34.9403	34.9264	2.6985	2.6996	229.233	232.728	0.0059	1.00E-12	0.1346	661880147	87.1239	0	3462.38	5227.431	0.00E+00
	3415	34.9401	34.9263	2.6936	2.6947	229.223	232.83	0.0087	1.00E-12	0.1333	661880158	87.3034	0	3467.497	5238.206	0.00E+00
	3420	34.94	34.926	2.6933	2.6944	229.132	232.798	0.0074	1.00E-12	0.1344	661880168	87.4588	0	3472.615	5247.529	0.00E+00
	3425	34.94	34.9261	2.6928	2.694	229.192	232.291	0.0128	1.00E-12	0.1342	661880173	87.5579	0	3477.733	5253.473	0.00E+00
	3430	34.9398	34.9258	2.6923	2.6935	229.145	232.689	0.0064	1.00E-12	0.1359	661880182	87.6977	0	3482.85	5261.859	0.00E+00
	3435	34.9398	34.9259	2.6911	2.6922	229.063	232.675	0.0042	1.00E-12	0.1362	661880188	87.8042	0	3487.968	5268.252	0.00E+00
	3440	34.9397	34.9257	2.6907	2.6918	229.037	232.589	0.0075	1.00E-12	0.1344	661880196	87.9402	0	3493.086	5276.412	0.00E+00
	3445	34.9396	34.9257	2.6889	2.69	229.118	232.461	0.0084	1.00E-12	0.1329	661880203	88.0489	0	3498.204	5282.936	0.00E+00
	3450	34.9396	34.9255	2.6891	2.6902	229.119	232.57	0.0087	1.00E-12	0.1345	661880211	88.1829	0	3503.322	5290.975	0.00E+00
	3455	34.9394	34.9254	2.6864	2.6872	228.975	232.325	0.0029	1.00E-12	0.1322	661880217	88.2843	0	3508.441	5297.059	0.00E+00
	3460	34.9393	34.9253	2.6839	2.685	229.005	232.594	0.0072	1.00E-12	0.1329	661880225	88.4107	0	3513.559	5304.644	0.00E+00
	3465	34.9392	34.9252	2.6825	2.6835	229.11	232.501	0.0073	1.00E-12	0.1346	661880233	88.5551	0	3518.678	5313.308	0.00E+00
	3470	34.9391	34.925	2.6823	2.6835	228.89	232.488	0.0027	1.00E-12	0.1341	661880239	88.6508	0	3523.796	5319.048	0.00E+00
	3475	34.939	34.925	2.6818	2.6829	228.921	232.436	0.0045	1.00E-12	0.1325	661880246	88.7698	0	3528.915	5326.188	0.00E+00
	3480	34.9389	34.9249	2.6817	2.6829	228.983	232.496	0.009	1.00E-12	0.134	661880254	88.9047	0	3534.034	5334.281	0.00E+00
	3485	34.9388	34.9248	2.6802	2.6812	228.88	232.469	0.0052	1.00E-12	0.133	661880261	89.0207	0	3539.153	5341.245	0.00E+00
	3490	34.9386	34.9248	2.6767	2.6777	228.789	232.233	0.0055	1.00E-12	0.1346	661880267	89.1236	0	3544.272	5347.417	0.00E+00
	3495	34.9385	34.9244	2.6774	2.6782	228.917	232.355	0.0068	1.00E-12	0.1346	661880276	89.2725	0	3549.392	5356.348	0.00E+00
	3500	34.9383	34.9243	2.6747	2.6758	228.824	232.106	0.009	1.00E-12	0.1337	661880281	89.3577	0	3554.511	5361.464	0.00E+00
	3505	34.9382	34.9243	2.6734	2.6746	228.819	232.382	0.007	1.00E-12	0.1323	661880291	89.511	0	3559.63	5370.662	0.00E+00
	3510	34.9381	34.9242	2.6718	2.6728	228.694	232.001	0.0085	1.00E-12	0.1341	661880297	89.6088	0	3564.75	5376.531	0.00E+00
